player_id,game_id,stl,blk
1627767,21900308,2,0
1628365,21900308,0,1
1628371,21900308,2,1
1628411,21900308,0,1
1628964,21900308,1,4
1628975,21900308,1,0
1629660,21900308,2,0
1629661,21900308,1,0
2544,21900329,0,1
2546,21900329,3,0
2730,21900329,2,0
200765,21900329,2,1
201229,21900329,1,0
201580,21900329,0,2
201980,21900329,1,1
202355,21900329,3,1
203076,21900329,2,3
203468,21900329,1,0
203484,21900329,1,0
203584,21900329,1,0
203918,21900329,1,0
1627746,21900329,0,1
1627936,21900329,1,0
1629642,21900329,0,2
201143,21900332,3,1
203124,21900332,0,4
203504,21900332,4,0
203516,21900332,2,0
203521,21900332,1,0
203526,21900332,2,0
1627732,21900332,1,2
1627788,21900332,1,0
1627790,21900332,1,0
1629012,21900332,1,0
1629645,21900332,1,0
1629680,21900332,0,1
101150,21900343,0,1
201976,21900343,3,0
202331,21900343,2,1
202335,21900343,1,0
203087,21900343,1,0
203090,21900343,0,1
203200,21900343,1,0
203933,21900343,1,0
204456,21900343,0,1
1626149,21900343,0,3
1626167,21900343,0,1
1627734,21900343,1,1
1627763,21900343,2,0
1627826,21900343,0,1
1628476,21900343,1,0
1628988,21900343,1,0
101133,21900352,1,2
202397,21900352,0,1
202722,21900352,0,1
203078,21900352,0,1
203469,21900352,1,0
1626179,21900352,1,0
1628970,21900352,0,2
1628972,21900352,3,0
1628984,21900352,2,1
1629021,21900352,0,1
1629023,21900352,0,1
1629060,21900352,1,0
1629067,21900352,1,1
1629185,21900352,1,0
200746,21900396,1,2
200752,21900396,1,1
200782,21900396,2,0
201566,21900396,1,1
201935,21900396,1,1
203085,21900396,1,0
203463,21900396,1,0
203991,21900396,1,3
1627749,21900396,2,1
1627854,21900396,1,0
1627863,21900396,2,0
1629109,21900396,0,1
202696,21900414,0,1
203095,21900414,1,1
203115,21900414,2,0
203487,21900414,4,0
203914,21900414,1,1
203932,21900414,1,1
203999,21900414,1,1
1627750,21900414,1,0
1628365,21900414,1,1
1628420,21900414,2,0
1628964,21900414,2,1
1629008,21900414,1,1
2546,21900428,0,3
201229,21900428,1,0
202355,21900428,0,5
202696,21900428,6,2
203081,21900428,1,0
203082,21900428,1,0
203095,21900428,1,0
203145,21900428,1,1
203468,21900428,1,0
203932,21900428,0,1
1627746,21900428,0,2
1628365,21900428,1,0
1628371,21900428,4,2
1628964,21900428,1,0
200794,21900459,2,0
201950,21900459,6,0
202324,21900459,1,3
202734,21900459,0,1
203115,21900459,0,1
203486,21900459,0,1
203914,21900459,4,0
203999,21900459,2,0
1627736,21900459,0,1
1627742,21900459,2,1
1627750,21900459,1,0
1628420,21900459,1,1
101108,21900503,1,0
201568,21900503,1,0
203457,21900503,1,2
203500,21900503,1,0
203552,21900503,1,1
203939,21900503,2,1
1626153,21900503,0,1
1627827,21900503,0,1
1627846,21900503,0,1
1628382,21900503,1,0
1628977,21900503,1,0
1628983,21900503,2,1
1629029,21900503,1,0
1629647,21900503,0,1
101133,21900504,0,2
201571,21900504,2,0
202397,21900504,1,0
202696,21900504,1,0
202738,21900504,1,0
203082,21900504,1,1
203095,21900504,2,1
203895,21900504,1,0
203920,21900504,0,1
1628365,21900504,2,0
1628371,21900504,1,0
1628411,21900504,1,0
1628518,21900504,0,1
1628964,21900504,0,1
1628972,21900504,1,0
1628982,21900504,1,1
1629067,21900504,1,1
1629140,21900504,0,1
200768,21900510,0,1
201586,21900510,0,2
201609,21900510,0,1
202710,21900510,2,0
1626178,21900510,1,1
1627832,21900510,1,0
1627884,21900510,2,1
1628384,21900510,2,0
1628389,21900510,0,1
1628449,21900510,0,2
1629134,21900510,1,0
1629639,21900510,1,0
1629735,21900510,0,1
201565,21900532,1,0
202692,21900532,1,0
203083,21900532,3,2
203110,21900532,0,1
203922,21900532,1,0
204025,21900532,1,1
204038,21900532,2,0
1626174,21900532,1,1
1627737,21900532,2,0
1627814,21900532,1,1
1628971,21900532,2,0
1628980,21900532,1,0
1629004,21900532,1,0
1629016,21900532,4,1
1629635,21900532,2,1
1629672,21900532,1,0
1629673,21900532,2,0
201959,21900534,1,0
201976,21900534,1,0
202331,21900534,2,0
202694,21900534,2,1
203090,21900534,0,2
203493,21900534,3,0
203585,21900534,0,1
203944,21900534,2,0
1628443,21900534,1,0
1628995,21900534,0,1
1629011,21900534,1,1
1629013,21900534,1,0
1629628,21900534,1,1
200746,21900546,0,1
201572,21900546,0,1
201577,21900546,0,1
201988,21900546,1,0
202083,21900546,1,1
202339,21900546,0,1
203507,21900546,3,1
1626168,21900546,1,0
1627749,21900546,1,0
1627854,21900546,1,0
1628401,21900546,0,1
1628978,21900546,1,0
201565,21900548,1,0
201567,21900548,1,0
202684,21900548,0,2
202688,21900548,0,1
203083,21900548,1,2
203521,21900548,1,0
1626224,21900548,1,0
1627790,21900548,1,1
1628971,21900548,2,1
1629004,21900548,1,0
1629012,21900548,1,0
1629635,21900548,3,0
1629636,21900548,2,0
202334,21900561,0,1
202711,21900561,0,1
203497,21900561,1,1
203903,21900561,1,1
1626144,21900561,1,1
1626220,21900561,1,0
1627777,21900561,1,1
1628373,21900561,1,0
1628378,21900561,1,0
1628422,21900561,1,0
1629011,21900561,0,1
1629628,21900561,1,0
202330,21900578,1,1
202689,21900578,1,0
202734,21900578,1,0
202954,21900578,1,1
1626143,21900578,0,1
1627742,21900578,1,1
1627759,21900578,3,0
1628366,21900578,0,1
1628369,21900578,3,0
1628402,21900578,0,1
1628464,21900578,2,1
1629035,21900578,1,0
1629637,21900578,0,2
1629740,21900578,2,0
1629750,21900578,2,0
201949,21900584,0,1
201959,21900584,1,1
202710,21900584,0,1
203493,21900584,2,0
203901,21900584,2,0
203944,21900584,2,0
1627884,21900584,0,2
1628422,21900584,1,0
1628443,21900584,1,1
1629011,21900584,0,1
1629134,21900584,1,1
1629628,21900584,2,0
2772,21900612,1,0
202357,21900612,2,0
203084,21900612,1,0
203501,21900612,1,0
1626153,21900612,0,1
1627827,21900612,1,0
1628368,21900612,1,0
1628467,21900612,1,1
1628973,21900612,1,0
201609,21900644,1,0
201949,21900644,0,2
202357,21900644,1,0
203084,21900644,1,0
203086,21900644,3,0
203482,21900644,1,0
203992,21900644,1,1
1627741,21900644,3,2
1627812,21900644,1,0
1628368,21900644,3,0
1628389,21900644,1,1
1628963,21900644,1,0
1629639,21900644,3,0
200757,21900685,0,1
200782,21900685,2,2
201566,21900685,2,1
201569,21900685,1,1
203115,21900685,1,0
203914,21900685,2,0
203924,21900685,0,1
203991,21900685,0,1
203999,21900685,2,0
1627736,21900685,3,0
1627863,21900685,1,1
1628420,21900685,1,1
1628470,21900685,1,1
201959,21900688,0,2
202066,21900688,1,1
202694,21900688,1,1
203493,21900688,1,0
203901,21900688,1,2
203915,21900688,0,1
203925,21900688,2,0
203944,21900688,0,1
1626171,21900688,2,0
1627747,21900688,1,0
1628373,21900688,1,0
1628386,21900688,0,2
1628422,21900688,1,0
1629011,21900688,0,2
1629066,21900688,2,0
201143,21900702,1,0
202692,21900702,1,0
203110,21900702,1,3
203526,21900702,1,0
203922,21900702,1,0
203954,21900702,0,1
1626156,21900702,2,0
1627732,21900702,1,0
1627788,21900702,0,2
1628980,21900702,1,0
1629003,21900702,1,0
1629015,21900702,1,0
201572,21900739,0,8
201577,21900739,1,0
202339,21900739,0,1
203114,21900739,0,1
203507,21900739,1,1
1626162,21900739,1,0
1626192,21900739,0,1
1628969,21900739,2,2
1628975,21900739,3,0
1628978,21900739,2,0
1629028,21900739,1,1
1629059,21900739,1,0
200768,21900758,2,0
201586,21900758,1,0
203087,21900758,1,0
203200,21900758,3,1
203506,21900758,1,0
204456,21900758,0,1
1626167,21900758,1,2
1626178,21900758,1,0
1627783,21900758,3,0
1627832,21900758,3,0
1628384,21900758,1,0
1628988,21900758,0,1
1629056,21900758,1,0
201152,21900765,3,0
201950,21900765,0,2
202324,21900765,0,1
203107,21900765,1,0
203897,21900765,1,1
1626245,21900765,1,0
1627742,21900765,2,0
1627853,21900765,2,0
1627885,21900765,1,0
1628366,21900765,3,1
1628402,21900765,0,1
1628404,21900765,2,0
1628990,21900765,2,0
1629627,21900765,2,1
1629637,21900765,1,1
1629740,21900765,2,0
201565,21900808,1,1
202693,21900808,0,1
202696,21900808,3,1
203082,21900808,4,1
203089,21900808,0,1
203095,21900808,2,0
203487,21900808,1,2
203503,21900808,0,1
203920,21900808,0,1
203932,21900808,1,1
1626174,21900808,0,2
1627748,21900808,1,1
1628365,21900808,2,0
1629004,21900808,1,0
1629109,21900808,0,1
1629635,21900808,2,0
201937,21900855,7,0
202711,21900855,2,0
203497,21900855,1,1
203903,21900855,2,0
1626162,21900855,1,1
1626220,21900855,2,0
1628378,21900855,1,0
1628396,21900855,0,1
1628975,21900855,1,0
1629661,21900855,1,0
2544,21900861,0,1
2730,21900861,0,2
200765,21900861,1,0
201950,21900861,2,0
201980,21900861,2,1
202324,21900861,1,1
202340,21900861,1,0
202693,21900861,0,1
202734,21900861,1,0
203076,21900861,1,6
203484,21900861,2,0
1627742,21900861,2,0
1627936,21900861,2,1
1628398,21900861,1,0
1628404,21900861,3,0
1629627,21900861,1,0
1629740,21900861,0,1
201952,21900867,1,1
202696,21900867,0,1
203095,21900867,3,0
203487,21900867,0,1
203932,21900867,1,3
1628365,21900867,3,0
1628381,21900867,0,2
1628964,21900867,0,4
1628981,21900867,1,0
1629027,21900867,1,1
1629629,21900867,2,1
201567,21900890,1,0
203083,21900890,4,1
203200,21900890,3,0
203506,21900890,3,0
203933,21900890,1,0
1626167,21900890,0,4
1626204,21900890,3,0
1627734,21900890,2,1
1627763,21900890,1,0
1628988,21900890,0,1
1629645,21900890,1,2
202397,21900901,0,1
202722,21900901,0,1
203078,21900901,5,0
203894,21900901,3,0
203952,21900901,2,2
1627737,21900901,0,2
1627814,21900901,2,1
1628418,21900901,1,2
1628539,21900901,1,1
1628972,21900901,1,0
1629067,21900901,0,1
1629308,21900901,2,1
203115,21900913,1,0
203914,21900913,3,1
203924,21900913,0,1
203952,21900913,1,1
203999,21900913,1,2
1627737,21900913,2,1
1627750,21900913,1,0
1627814,21900913,3,0
1628420,21900913,0,1
1629308,21900913,0,1
1629672,21900913,1,0
1629673,21900913,1,0
202711,21900921,0,1
203090,21900921,1,0
203497,21900921,0,2
203903,21900921,2,0
204060,21900921,1,0
1626171,21900921,1,0
1628378,21900921,2,0
1628396,21900921,0,2
1628995,21900921,0,1
1629628,21900921,1,0
201959,21900969,2,3
203090,21900969,1,0
203473,21900969,1,0
203901,21900969,4,1
203944,21900969,1,1
1626171,21900969,0,1
1628373,21900969,1,0
1628381,21900969,2,1
1628989,21900969,1,1
1628995,21900969,2,0
1629011,21900969,1,2
1629628,21900969,2,1
1629629,21900969,2,1
201144,21901231,1,1
201950,21901231,3,1
202324,21901231,3,0
202734,21901231,1,0
203497,21901231,0,3
203903,21901231,2,0
204060,21901231,2,0
1626220,21901231,2,0
1627742,21901231,0,1
1628366,21901231,2,0
1628378,21901231,3,1
1628396,21901231,1,1
1629740,21901231,3,0
2544,21901232,1,1
2730,21901232,1,0
201149,21901232,0,1
201580,21901232,2,0
202331,21901232,3,0
202695,21901232,2,2
203079,21901232,0,1
203210,21901232,0,1
203484,21901232,1,0
1627826,21901232,1,1
1627936,21901232,1,0
1628398,21901232,0,1
203082,21901233,1,0
203095,21901233,0,1
203487,21901233,1,0
203516,21901233,1,0
203920,21901233,1,2
203925,21901233,1,0
1626147,21901233,0,1
1627747,21901233,1,0
1627789,21901233,1,0
1628365,21901233,1,0
1628371,21901233,1,0
1628964,21901233,1,0
1628982,21901233,1,0
1629725,21901233,1,0
1629743,21901233,0,1
201937,21901235,3,0
203894,21901235,1,1
203967,21901235,1,0
1626164,21901235,1,0
1626166,21901235,2,1
1628418,21901235,2,0
1628969,21901235,1,0
1628972,21901235,1,0
1628975,21901235,1,0
1629010,21901235,1,0
1629028,21901235,0,2
1629060,21901235,1,0
1629067,21901235,1,0
1629140,21901235,0,1
1629661,21901235,1,0
2544,21901243,0,1
2730,21901243,0,1
2747,21901243,1,0
200768,21901243,1,0
201580,21901243,0,1
201586,21901243,0,2
201980,21901243,1,2
202693,21901243,2,1
203076,21901243,1,3
203079,21901243,0,1
1626181,21901243,1,0
1627783,21901243,2,2
1627832,21901243,1,1
1627936,21901243,3,1
1628384,21901243,2,0
1628398,21901243,0,1
2546,21901245,0,1
202330,21901245,1,0
202683,21901245,0,1
202689,21901245,0,1
203081,21901245,0,1
203468,21901245,2,1
203935,21901245,3,2
203994,21901245,2,1
1626209,21901245,2,0
1627759,21901245,2,0
1628369,21901245,2,1
1628380,21901245,1,0
1628464,21901245,1,1
1629018,21901245,1,1
201147,21901247,3,0
202696,21901247,2,0
202709,21901247,1,0
203082,21901247,1,0
203095,21901247,1,0
203487,21901247,3,2
203516,21901247,1,0
203953,21901247,1,0
203992,21901247,1,0
1627741,21901247,1,0
1627812,21901247,1,0
1628368,21901247,1,0
1628371,21901247,2,0
1628964,21901247,0,1
1629109,21901247,0,1
1629610,21901247,1,0
203501,21901249,1,0
203504,21901249,2,0
204001,21901249,1,4
1626153,21901249,2,1
1626164,21901249,1,0
1626166,21901249,1,1
1627827,21901249,1,0
1628467,21901249,1,0
1628969,21901249,2,3
1628975,21901249,1,0
200768,21901250,1,2
201188,21901250,1,0
201609,21901250,2,1
202710,21901250,2,2
203109,21901250,1,0
203482,21901250,1,1
1627783,21901250,1,0
1627832,21901250,1,0
1628384,21901250,1,1
1628389,21901250,1,1
1629056,21901250,1,0
1629130,21901250,0,1
1629134,21901250,1,2
1629639,21901250,1,0
203200,21901252,0,1
203894,21901252,0,1
203933,21901252,3,4
203960,21901252,1,2
1626167,21901252,0,2
1627763,21901252,1,1
1628418,21901252,0,3
1628988,21901252,1,1
1629010,21901252,1,1
1629021,21901252,2,2
1629067,21901252,3,0
201950,21901253,1,0
202324,21901253,0,1
202685,21901253,1,4
203937,21901253,0,2
1627742,21901253,2,0
1628366,21901253,4,0
1628960,21901253,1,0
1628991,21901253,1,2
1629001,21901253,0,1
1629634,21901253,0,1
201143,21901254,0,2
201942,21901254,1,2
201988,21901254,1,0
202699,21901254,1,1
203954,21901254,1,0
1626196,21901254,1,1
1627732,21901254,1,1
1627749,21901254,2,0
1627751,21901254,1,1
1627788,21901254,1,0
1628401,21901254,1,0
1629234,21901254,0,2
1629680,21901254,1,1
1629683,21901254,1,1
2544,21901255,2,1
2730,21901255,1,1
201980,21901255,2,0
203076,21901255,3,1
203079,21901255,2,0
203484,21901255,2,0
203497,21901255,0,1
204060,21901255,1,1
1626220,21901255,4,0
1627777,21901255,3,0
1628396,21901255,0,1
101107,21901256,0,2
101141,21901256,0,1
201577,21901256,0,2
201588,21901256,1,0
202066,21901256,0,2
204020,21901256,1,0
1626147,21901256,0,1
1626192,21901256,2,0
1629066,21901256,2,0
1629725,21901256,1,1
1629743,21901256,1,2
202694,21901258,0,2
202695,21901258,1,0
1626166,21901258,1,0
1627826,21901258,0,1
1628969,21901258,2,0
1628975,21901258,1,0
1629013,21901258,1,0
1629661,21901258,1,0
2738,21901260,1,2
201609,21901260,2,0
202954,21901260,1,0
203482,21901260,2,1
203935,21901260,2,0
1627759,21901260,2,1
1628369,21901260,1,1
1628389,21901260,1,1
1628400,21901260,1,0
1628464,21901260,0,1
1629130,21901260,0,1
1629134,21901260,1,0
1629639,21901260,1,0
1629684,21901260,0,1
2546,21901261,2,1
200782,21901261,1,0
201566,21901261,2,1
202355,21901261,0,1
203081,21901261,2,0
203463,21901261,2,1
203496,21901261,2,0
203994,21901261,1,3
1627863,21901261,0,1
1628380,21901261,1,0
1629018,21901261,1,0
201144,21901262,1,0
201229,21901262,1,0
203476,21901262,0,1
203497,21901262,2,3
203903,21901262,1,0
203937,21901262,1,1
1626220,21901262,1,1
1628415,21901262,1,0
1629630,21901262,2,0
1629634,21901262,2,1
202397,21901263,0,1
202692,21901263,1,0
202699,21901263,1,1
203894,21901263,1,0
203954,21901263,3,2
1626196,21901263,1,0
1627732,21901263,2,0
1628418,21901263,2,4
1629003,21901263,1,1
1629010,21901263,2,0
1629021,21901263,1,0
1629060,21901263,1,0
1629067,21901263,1,0
1629680,21901263,2,0
200752,21901264,1,2
200794,21901264,1,1
201942,21901264,1,2
203584,21901264,1,0
203924,21901264,1,1
203999,21901264,1,0
1627749,21901264,3,0
1628401,21901264,2,1
1628408,21901264,1,0
1628420,21901264,1,0
1628470,21901264,0,2
1629008,21901264,0,1
1629234,21901264,1,0
1629640,21901264,1,0
1629683,21901264,1,0
2544,21901265,1,0
101108,21901265,1,0
201568,21901265,1,0
201580,21901265,0,1
201980,21901265,2,0
202693,21901265,1,1
203079,21901265,1,1
203457,21901265,2,1
1626188,21901265,1,0
1627936,21901265,1,0
1628977,21901265,1,0
1628983,21901265,3,1
1629652,21901265,1,0
101107,21901269,1,0
201572,21901269,2,2
201588,21901269,1,0
202339,21901269,2,0
203109,21901269,1,0
203482,21901269,1,0
203507,21901269,0,1
203524,21901269,2,0
1628389,21901269,1,0
1628978,21901269,1,0
1629134,21901269,0,1
1629639,21901269,1,0
203200,21901270,3,0
203933,21901270,2,0
1626166,21901270,1,0
1626167,21901270,1,3
1627763,21901270,0,1
1628969,21901270,1,0
1628975,21901270,1,0
1629028,21901270,2,4
1629048,21901270,0,1
1629661,21901270,1,0
202694,21901271,2,0
202695,21901271,1,0
203210,21901271,0,1
204001,21901271,0,1
1626153,21901271,1,0
1626246,21901271,0,1
1627826,21901271,0,1
1627827,21901271,0,1
1628382,21901271,1,0
1628467,21901271,1,1
1629013,21901271,0,1
202355,21901272,0,2
203081,21901272,3,0
203468,21901272,0,1
203486,21901272,1,0
203924,21901272,0,1
203994,21901272,1,2
1628380,21901272,1,1
1628470,21901272,1,1
1629008,21901272,2,1
1629018,21901272,2,0
1629626,21901272,1,1
2730,21901273,1,0
200782,21901273,2,0
201145,21901273,2,0
201935,21901273,3,1
201980,21901273,2,1
203076,21901273,0,1
203079,21901273,1,1
203463,21901273,1,1
203484,21901273,1,1
203496,21901273,3,2
1627863,21901273,0,1
1628398,21901273,2,2
1629659,21901273,4,0
200752,21901274,3,0
201942,21901274,2,0
1626144,21901274,1,0
1627751,21901274,0,3
1627777,21901274,2,0
1628396,21901274,1,3
1628401,21901274,1,1
1629022,21901274,1,0
1629625,21901274,1,0
1629640,21901274,3,1
1629671,21901274,1,0
1629714,21901274,2,1
201950,21901278,2,1
202324,21901278,2,0
202397,21901278,4,0
202734,21901278,1,1
1626170,21901278,1,0
1627742,21901278,1,0
1628366,21901278,1,3
1628418,21901278,2,2
1628972,21901278,2,0
1629010,21901278,0,2
1629740,21901278,0,3
2546,21901280,0,1
101150,21901280,0,1
202331,21901280,3,0
202694,21901280,1,0
203081,21901280,1,0
203210,21901280,1,1
203994,21901280,2,0
1628380,21901280,0,1
1629018,21901280,1,0
1629117,21901280,1,0
2544,21901282,0,1
2730,21901282,1,1
201162,21901282,2,0
201580,21901282,2,0
203076,21901282,2,2
203200,21901282,1,1
203506,21901282,1,0
204456,21901282,4,0
1626167,21901282,1,1
1627763,21901282,1,0
1627936,21901282,3,0
1628398,21901282,3,1
1628988,21901282,3,1
1629048,21901282,1,1
1629659,21901282,0,1
101108,21901285,3,2
201568,21901285,1,0
202397,21901285,1,1
1628418,21901285,0,2
1628972,21901285,2,0
1628977,21901285,1,0
1628983,21901285,1,0
1629010,21901285,2,0
1629021,21901285,1,0
1629647,21901285,1,0
1629652,21901285,0,1
200752,21901287,3,1
200755,21901287,1,0
201942,21901287,1,0
201950,21901287,0,1
202324,21901287,0,1
202734,21901287,1,0
1627742,21901287,1,0
1627749,21901287,2,1
1627751,21901287,2,0
1628366,21901287,0,2
1628401,21901287,0,1
1629022,21901287,0,1
1629234,21901287,2,2
1629637,21901287,1,0
1629638,21901287,1,0
1629640,21901287,2,0
1629740,21901287,0,1
201571,21901288,1,0
202330,21901288,0,1
202954,21901288,1,0
203082,21901288,1,0
203935,21901288,3,0
1627759,21901288,2,1
1628365,21901288,2,1
1628369,21901288,1,1
1628400,21901288,1,0
1628411,21901288,0,1
1628464,21901288,0,3
1628982,21901288,2,0
1629057,21901288,1,1
1629109,21901288,0,2
1629724,21901288,1,0
2546,21901289,2,1
201143,21901289,0,1
203081,21901289,2,0
203468,21901289,1,0
203658,21901289,1,1
203922,21901289,1,0
203994,21901289,0,3
1626209,21901289,2,0
1627788,21901289,1,0
1628380,21901289,1,1
1629117,21901289,0,1
1629680,21901289,3,1
101150,21901291,2,1
202066,21901291,1,0
202694,21901291,1,0
202695,21901291,4,0
203210,21901291,1,0
1626147,21901291,0,2
1627747,21901291,1,0
1627826,21901291,0,1
1628386,21901291,1,2
1629066,21901291,1,0
1629185,21901291,1,1
101108,21901292,2,0
201937,21901292,1,0
203488,21901292,1,0
203967,21901292,1,1
1626164,21901292,0,2
1626166,21901292,3,0
1627767,21901292,1,0
1627846,21901292,2,0
1628969,21901292,1,0
1628975,21901292,3,2
1628977,21901292,2,0
1628987,21901292,0,1
1629647,21901292,1,1
1629652,21901292,2,0
1629660,21901292,1,0
1629661,21901292,0,2
201144,21901293,1,0
202334,21901293,1,0
203497,21901293,0,1
203504,21901293,2,0
204060,21901293,1,1
1626144,21901293,1,0
1626153,21901293,3,0
1626220,21901293,1,0
1626246,21901293,1,2
1628396,21901293,0,1
1628467,21901293,0,1
1629671,21901293,0,1
1629714,21901293,0,1
1629730,21901293,0,1
2738,21901295,1,2
201609,21901295,1,0
202710,21901295,4,1
203109,21901295,2,1
203200,21901295,1,0
203482,21901295,1,0
203506,21901295,1,0
203960,21901295,0,1
204456,21901295,2,0
1626167,21901295,0,2
1627884,21901295,1,1
1628389,21901295,0,3
1628988,21901295,1,1
1629216,21901295,1,0
1629639,21901295,0,1
202696,21901297,1,0
203516,21901297,1,1
203920,21901297,2,0
1626147,21901297,0,1
1627789,21901297,1,0
1628365,21901297,2,0
1628982,21901297,1,0
1629058,21901297,1,0
1629066,21901297,1,1
1629109,21901297,0,2
1629168,21901297,1,0
1629185,21901297,4,0
1629724,21901297,1,0
1629725,21901297,1,0
1629743,21901297,1,2
200752,21901298,1,0
200782,21901298,1,0
201158,21901298,1,0
201566,21901298,1,0
201601,21901298,2,0
201942,21901298,2,1
201960,21901298,2,1
203085,21901298,1,0
203496,21901298,4,2
203998,21901298,1,0
1627749,21901298,2,0
1627751,21901298,1,1
1629002,21901298,1,1
1629022,21901298,2,0
1629234,21901298,0,1
1629598,21901298,2,0
1629677,21901298,0,1
201937,21901299,0,1
202692,21901299,1,0
203118,21901299,1,0
203124,21901299,2,1
203658,21901299,0,2
1626163,21901299,1,0
1626164,21901299,1,0
1627788,21901299,1,0
1628969,21901299,2,2
1629680,21901299,0,1
201588,21901303,1,0
203507,21901303,1,0
1626192,21901303,1,0
1628394,21901303,1,0
1628412,21901303,2,0
1628418,21901303,0,1
1628425,21901303,1,0
1629067,21901303,1,1
1629678,21901303,0,1
200782,21901304,0,1
201145,21901304,0,1
201569,21901304,1,0
201935,21901304,3,0
201960,21901304,1,0
203085,21901304,2,0
203200,21901304,2,1
203463,21901304,1,2
203496,21901304,0,2
203506,21901304,1,1
203926,21901304,1,1
203960,21901304,2,0
204456,21901304,2,0
1626167,21901304,1,1
1628410,21901304,0,1
1628988,21901304,1,0
1628993,21901304,3,1
1629048,21901304,2,1
