name,dist,value,made,desc,team,opp,x,y,player_id,event_id,zone,area,date,team,opp,running,jump,hook,layup,driving,dunk,alley,reverse,turnaround,fadeaway,bank,finger,putback,float,pullup,step,cutting,tip,game_id,date,period,min_left,sec_left
N. Vucevic,21,2,True,Jump Shot,WAS,ORL,155,143,202696,483,16-24 ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,3,8
I. Smith,6,2,False,Driving Layup Shot,WAS,ORL,47,51,202397,484,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,2,59
J. McRae,24,3,False,Jump Shot,WAS,ORL,-169,184,203895,496,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,2,17
N. Vucevic,25,3,False,Jump Shot,WAS,ORL,-179,180,202696,498,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,2,5
A. Pasecniks,8,2,False,Hook Shot,WAS,ORL,-10,82,1628394,500,8-16 ft.,Center(C),20200101,WAS,ORL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,1,53
T. Ross,1,2,True,Cutting Dunk Shot,WAS,ORL,3,15,203082,502,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0021900504,20200101,3,1,41
G. Mathews,28,3,True,Jump Shot,WAS,ORL,191,210,1629726,504,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,1,29
E. Fournier,13,2,False,Pullup Jump shot,WAS,ORL,70,113,203095,506,8-16 ft.,Right Side(R),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,3,1,11
J. McRae,3,2,True,Driving Layup Shot,WAS,ORL,-11,29,203895,508,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,1,1
G. Mathews,27,3,False,Jump Shot,WAS,ORL,138,241,1629726,516,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,0,39
D. Augustin,1,2,True,Driving Layup Shot,WAS,ORL,8,11,201571,525,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,0,22
I. Smith,25,3,False,Pullup Jump shot,WAS,ORL,134,220,202397,529,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,3,0,3
T. Brown Jr.,27,3,True,Jump Shot,WAS,ORL,163,220,1628972,531,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,3,0,0
I. Smith,13,2,False,Pullup Jump shot,WAS,ORL,74,108,202397,536,8-16 ft.,Right Side(R),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,11,40
D. Augustin,15,2,True,Step Back Jump shot,WAS,ORL,-117,107,201571,538,8-16 ft.,Left Side(L),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900504,20200101,4,11,27
J. McRae,9,2,False,Driving Floating Jump Shot,WAS,ORL,-16,90,203895,539,8-16 ft.,Center(C),20200101,WAS,ORL,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0021900504,20200101,4,11,13
A. Pasecniks,3,2,False,Layup Shot,WAS,ORL,17,25,1628394,541,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,11,10
D. Augustin,3,2,True,Driving Layup Shot,WAS,ORL,37,0,201571,543,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,10,51
J. McRae,5,2,False,Driving Layup Shot,WAS,ORL,-37,47,203895,544,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,10,39
I. Smith,5,2,True,Driving Layup Shot,WAS,ORL,38,35,202397,557,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,10,30
I. Smith,26,3,False,Jump Shot,WAS,ORL,141,222,202397,572,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,9,35
D. Augustin,24,3,False,Pullup Jump shot,WAS,ORL,185,164,201571,578,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,9,15
I. Smith,6,2,False,Running Layup Shot,WAS,ORL,55,43,202397,580,Less Than 8 ft.,Center(C),20200101,WAS,ORL,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,9,7
M. Bamba,24,3,True,Jump Shot,WAS,ORL,165,185,1628964,582,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,8,54
B. Beal,9,2,False,Driving Layup Shot,WAS,ORL,70,69,203078,584,8-16 ft.,Right Side(R),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,8,32
M. Bamba,1,2,True,Alley Oop Layup shot,WAS,ORL,11,11,1628964,586,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,8,24
D. Augustin,25,3,True,Pullup Jump shot,WAS,ORL,207,152,201571,595,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,7,52
B. Beal,26,3,False,Pullup Jump shot,WAS,ORL,-226,130,203078,596,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,7,40
D. Augustin,1,2,False,Driving Finger Roll Layup Shot,WAS,ORL,-11,16,201571,598,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900504,20200101,4,7,28
K. Birch,1,2,True,Tip Layup Shot,WAS,ORL,6,12,203920,600,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0021900504,20200101,4,7,24
T. Brown Jr.,1,2,True,Running Reverse Layup Shot,WAS,ORL,-9,16,1628972,601,Less Than 8 ft.,Center(C),20200101,WAS,ORL,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,7,20
M. Bamba,26,3,False,Jump Shot,WAS,ORL,-85,248,1628964,603,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,6,57
I. Smith,23,3,False,Jump Shot,WAS,ORL,-231,32,202397,605,24+ ft.,Left Side(L),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,6,43
M. Fultz,1,2,True,Cutting Layup Shot,WAS,ORL,13,2,1628365,612,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0021900504,20200101,4,6,21
T. Brown Jr.,27,3,False,Jump Shot,WAS,ORL,-203,183,1628972,614,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,6,10
E. Fournier,26,3,False,Step Back Jump shot,WAS,ORL,-98,243,203095,616,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900504,20200101,4,5,54
T. Brown Jr.,2,2,False,Driving Layup Shot,WAS,ORL,-2,22,1628972,618,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,5,39
T. Brown Jr.,2,2,True,Putback Layup Shot,WAS,ORL,-3,22,1628972,621,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0021900504,20200101,4,5,36
N. Vucevic,4,2,False,Hook Shot,WAS,ORL,9,49,202696,622,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,5,17
N. Vucevic,2,2,False,Tip Layup Shot,WAS,ORL,-6,28,202696,624,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0021900504,20200101,4,5,14
B. Beal,3,2,True,Driving Floating Bank Jump Shot,WAS,ORL,22,31,203078,626,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0021900504,20200101,4,5,9
M. Fultz,15,2,True,Pullup Jump shot,WAS,ORL,-47,148,1628365,630,8-16 ft.,Center(C),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,4,48
M. Fultz,1,2,True,Driving Finger Roll Layup Shot,WAS,ORL,9,16,1628365,637,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900504,20200101,4,4,15
K. Birch,1,2,True,Cutting Dunk Shot,WAS,ORL,4,16,203920,640,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0021900504,20200101,4,3,51
T. Brown Jr.,8,2,False,Driving Floating Jump Shot,WAS,ORL,47,71,1628972,649,8-16 ft.,Right Side(R),20200101,WAS,ORL,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0021900504,20200101,4,3,32
D. Augustin,27,3,False,Pullup Jump shot,WAS,ORL,-157,228,201571,651,24+ ft.,Left Side Center(LC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,3,6
T. Brown Jr.,14,2,False,Pullup Jump shot,WAS,ORL,-98,110,1628972,653,8-16 ft.,Left Side(L),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,2,52
N. Vucevic,11,2,False,Hook Shot,WAS,ORL,-105,41,202696,655,8-16 ft.,Left Side(L),20200101,WAS,ORL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,2,33
J. Robinson,17,2,False,Pullup Jump shot,WAS,ORL,82,159,1629620,657,16-24 ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,2,22
W. Iwundu,17,2,True,Pullup Jump shot,WAS,ORL,78,152,1628411,668,16-24 ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900504,20200101,4,2,5
A. Schofield,26,3,False,Jump Shot,WAS,ORL,181,190,1629678,669,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,1,47
M. Frazier Jr.,25,3,False,Jump Shot,WAS,ORL,192,163,1628982,671,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,1,31
I. Bonga,25,3,True,Jump Shot,WAS,ORL,123,229,1629067,682,24+ ft.,Right Side Center(RC),20200101,WAS,ORL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,1,8
J. Magette,7,2,False,Driving Floating Bank Jump Shot,WAS,ORL,71,28,203705,684,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0021900504,20200101,4,0,48
T. Brown Jr.,1,2,True,Cutting Layup Shot,WAS,ORL,11,15,1628972,686,Less Than 8 ft.,Center(C),20200101,WAS,ORL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0021900504,20200101,4,0,38
A. Pasecniks,10,2,False,Hook Shot,WAS,ORL,35,98,1628394,693,8-16 ft.,Center(C),20200101,WAS,ORL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900504,20200101,4,0,4
D. Robinson,25,3,True,Jump Shot,MIA,TOR,170,190,1629130,7,24+ ft.,Right Side Center(RC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,11,43
F. VanVleet,1,2,False,Layup Shot,MIA,TOR,-2,17,1627832,10,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,11,15
J. Butler,14,2,False,Turnaround Jump Shot,MIA,TOR,147,8,202710,13,8-16 ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,11,2
M. Leonard,9,2,False,Floating Jump shot,MIA,TOR,-90,4,203086,20,8-16 ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0021900510,20200102,1,10,38
F. VanVleet,2,2,False,Driving Layup Shot,MIA,TOR,14,26,1627832,22,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,10,33
K. Lowry,25,3,False,Jump Shot,MIA,TOR,118,230,200768,28,24+ ft.,Right Side Center(RC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,10,18
M. Leonard,1,2,True,Layup Shot,MIA,TOR,14,9,203086,30,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,10,9
S. Ibaka,23,3,False,Jump Shot,MIA,TOR,-231,11,201586,35,24+ ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,9,55
K. Nunn,23,3,False,Jump Shot,MIA,TOR,236,16,1629134,37,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,9,44
F. VanVleet,1,2,True,Driving Reverse Layup Shot,MIA,TOR,-9,5,1627832,39,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,9,33
M. Leonard,0,2,True,Cutting Dunk Shot,MIA,TOR,8,5,203086,40,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0021900510,20200102,1,9,20
S. Ibaka,25,3,False,Jump Shot,MIA,TOR,-14,254,201586,42,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,9,0
B. Adebayo,1,2,True,Hook Shot,MIA,TOR,-9,10,1628389,44,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,8,42
F. VanVleet,23,3,True,Jump Shot,MIA,TOR,-235,43,1627832,46,24+ ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,8,28
F. VanVleet,1,2,True,Driving Finger Roll Layup Shot,MIA,TOR,5,11,1627832,50,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,1,7,58
K. Nunn,1,2,True,Driving Finger Roll Layup Shot,MIA,TOR,-3,14,1629134,51,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,1,7,39
S. Ibaka,3,2,True,Hook Shot,MIA,TOR,25,17,201586,52,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,7,19
K. Nunn,2,2,False,Finger Roll Layup Shot,MIA,TOR,-11,21,1629134,54,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,1,7,6
S. Ibaka,1,2,False,Cutting Layup Shot,MIA,TOR,6,13,201586,57,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0021900510,20200102,1,6,56
F. VanVleet,26,3,False,Pullup Jump shot,MIA,TOR,-139,227,1627832,62,24+ ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900510,20200102,1,6,37
J. Butler,15,2,True,Turnaround Fadeaway shot,MIA,TOR,-155,1,202710,67,8-16 ft.,Left Side(L),20200102,MIA,TOR,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0021900510,20200102,1,6,12
O. Anunoby,25,3,False,Jump Shot,MIA,TOR,149,202,1628384,68,24+ ft.,Right Side Center(RC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,5,54
J. Butler,9,2,False,Turnaround Fadeaway shot,MIA,TOR,-93,-1,202710,70,8-16 ft.,Left Side(L),20200102,MIA,TOR,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0021900510,20200102,1,5,42
S. Ibaka,22,3,False,Jump Shot,MIA,TOR,228,25,201586,79,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,5,14
S. Ibaka,4,2,True,Pullup Jump shot,MIA,TOR,21,37,201586,82,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900510,20200102,1,4,50
K. Nunn,25,3,False,Jump Shot,MIA,TOR,171,184,1629134,84,24+ ft.,Right Side Center(RC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,4,40
P. McCaw,24,3,False,Jump Shot,MIA,TOR,227,81,1627775,98,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,4,10
M. Leonard,25,3,True,Jump Shot,MIA,TOR,-128,221,203086,100,24+ ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,4,1
S. Ibaka,0,2,True,Cutting Dunk Shot,MIA,TOR,-7,4,201586,102,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0021900510,20200102,1,3,41
J. Butler,5,2,False,Driving Floating Jump Shot,MIA,TOR,-4,57,202710,104,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0021900510,20200102,1,3,22
F. VanVleet,28,3,False,Jump Shot,MIA,TOR,-11,281,1627832,106,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,3,4
D. Jones Jr.,22,3,False,Jump Shot,MIA,TOR,226,9,1627884,108,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,2,48
S. Ibaka,2,2,False,Hook Shot,MIA,TOR,14,21,201586,110,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,2,28
J. Butler,1,2,False,Driving Layup Shot,MIA,TOR,-3,17,202710,112,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,2,21
J. Butler,0,2,False,Tip Layup Shot,MIA,TOR,0,-6,202710,114,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0021900510,20200102,1,2,15
R. Hollis-Jefferson,1,2,True,Layup Shot,MIA,TOR,5,13,1626178,116,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,2,2
M. Leonard,24,3,False,Jump Shot,MIA,TOR,-178,169,203086,117,24+ ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,1,43
G. Dragic,26,3,False,Pullup Jump shot,MIA,TOR,165,201,201609,142,24+ ft.,Right Side Center(RC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900510,20200102,1,0,58
T. Herro,13,2,False,Floating Jump shot,MIA,TOR,3,132,1629639,144,8-16 ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0021900510,20200102,1,0,52
G. Dragic,15,2,False,Step Back Jump shot,MIA,TOR,74,134,201609,147,8-16 ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900510,20200102,1,0,40
K. Lowry,24,3,False,Jump Shot,MIA,TOR,227,86,200768,151,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,0,29
P. McCaw,22,3,False,Jump Shot,MIA,TOR,223,-3,1627775,156,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,0,2
D. Jones Jr.,48,3,False,Jump Shot,MIA,TOR,29,488,1627884,158,Back Court Shot,Back Court(BC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,1,0,0
T. Davis,27,3,False,Jump Shot,MIA,TOR,-105,251,1629056,166,24+ ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,11,47
G. Dragic,25,3,True,Jump Shot,MIA,TOR,16,251,201609,175,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,10,55
K. Lowry,24,3,True,Jump Shot,MIA,TOR,-240,-16,200768,177,24+ ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,10,43
G. Dragic,2,2,False,Pullup Jump shot,MIA,TOR,-20,22,201609,179,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0021900510,20200102,2,10,18
K. Lowry,28,3,False,Jump Shot,MIA,TOR,-119,259,200768,181,24+ ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,10,10
T. Herro,25,3,False,Jump Shot,MIA,TOR,32,257,1629639,189,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,9,53
T. Herro,13,2,True,Step Back Jump shot,MIA,TOR,138,13,1629639,193,8-16 ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900510,20200102,2,9,29
T. Davis,25,3,False,Jump Shot,MIA,TOR,-18,259,1629056,194,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,9,14
D. Jones Jr.,25,3,True,Jump Shot,MIA,TOR,19,250,1627884,196,24+ ft.,Center(C),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,9,1
S. Johnson,23,3,False,Step Back Jump shot,MIA,TOR,230,6,1626169,201,24+ ft.,Right Side(R),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900510,20200102,2,8,32
D. Jones Jr.,22,3,False,Jump Shot,MIA,TOR,-228,27,1627884,203,24+ ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,8,11
K. Lowry,1,2,True,Driving Finger Roll Layup Shot,MIA,TOR,-11,5,200768,205,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,2,8,1
K. Nunn,16,2,False,Step Back Jump shot,MIA,TOR,-73,145,1629134,206,16-24 ft.,Left Side Center(LC),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0021900510,20200102,2,7,47
D. Jones Jr.,1,2,False,Finger Roll Layup Shot,MIA,TOR,-9,11,1627884,216,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,2,7,23
G. Dragic,1,2,True,Driving Finger Roll Layup Shot,MIA,TOR,-11,5,201609,224,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0021900510,20200102,2,7,0
K. Lowry,22,3,False,Jump Shot,MIA,TOR,-225,16,200768,225,24+ ft.,Left Side(L),20200102,MIA,TOR,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,6,40
C. Silva,1,2,True,Alley Oop Dunk Shot,MIA,TOR,-18,4,1629735,235,Less Than 8 ft.,Center(C),20200102,MIA,TOR,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0021900510,20200102,2,6,8
