player_id,game_id,pos,fgm,fga,pts,oreb,dreb,stl,blk
203994,21901309,Center,11,17,22,2,8,1,0
1628386,21901309,Center,5,8,14,6,5,0,3
201572,21901311,Center,6,14,19,4,5,0,1
201577,21901311,Center,2,9,5,0,4,0,1
202685,21901311,Center,11,17,26,3,16,0,0
203476,21901311,Center,1,6,7,1,3,0,0
1626246,21901313,Center,9,14,18,6,14,0,0
1629028,21901313,Center,5,10,11,3,6,2,1
202334,21901314,Center,5,6,11,4,2,0,0
1627751,21901314,Center,5,6,10,2,3,1,2
1628396,21901314,Center,3,7,6,3,7,0,1
203457,21901317,Center,2,2,5,0,1,0,1
203500,21901317,Center,0,2,0,2,2,0,0
1627826,21901317,Center,2,3,6,1,3,0,1
201188,21901318,Center,1,3,2,0,3,1,1
203999,21901318,Center,1,1,2,0,1,0,0
1629608,21901318,Center,2,6,4,3,4,0,0
1629626,21901318,Center,2,6,8,1,3,0,3
